mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
-0.78,"87 km NNW of Karluk, Alaska",1731137619920,1731372742120,,https://earthquake.usgs.gov/earthquakes/eventpage/av93026614,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93026614&format=geojson,,,,,reviewed,0,0,av,93026614,",av93026614,",",av,",",origin,phase-data,",6.0,0.03516,0.06,140.0,ml,earthquake,"M -0.8 - 87 km NNW of Karluk, Alaska"
1.7,"8 km NW of Big Lake, Alaska",1731136480930,1731136588388,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024eff03h9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024eff03h9&format=geojson,,,,,automatic,0,44,ak,024eff03h9,",ak024eff03h9,",",ak,",",origin,phase-data,",,,0.49,,ml,earthquake,"M 1.7 - 8 km NW of Big Lake, Alaska"
2.8,"5 km ENE of Dilley, Texas",1731136229628,1732711233040,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024wakr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024wakr&format=geojson,0.0,1.0,,,reviewed,0,121,tx,2024wakr,",tx2024wakr,us7000nqup,",",tx,us,",",dyfi,origin,phase-data,",27.0,0.2,0.3,54.0,ml,earthquake,"M 2.8 - 5 km ENE of Dilley, Texas"
0.72,"8 km NNW of The Geysers, CA",1731135664050,1731136639574,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75084336,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75084336&format=geojson,,,,,automatic,0,8,nc,75084336,",nc75084336,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01136,0.01,138.0,md,earthquake,"M 0.7 - 8 km NNW of The Geysers, CA"
2.08,"24 km NW of Stanley, Idaho",1731135525930,1731160308680,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90065553,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90065553&format=geojson,,,,,reviewed,0,67,mb,90065553,",mb90065553,",",mb,",",origin,phase-data,",22.0,0.3401,0.19,63.0,ml,earthquake,"M 2.1 - 24 km NW of Stanley, Idaho"
0.65,"Rat Islands, Aleutian Islands, Alaska",1731135403190,1731371309840,,https://earthquake.usgs.gov/earthquakes/eventpage/av93026604,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93026604&format=geojson,,,,,reviewed,0,6,av,93026604,",av93026604,",",av,",",origin,phase-data,",4.0,0.01844,0.18,170.0,ml,earthquake,"M 0.7 - Rat Islands, Aleutian Islands, Alaska"
-0.37,"60 km SE of Pedro Bay, Alaska",1731135006590,1731369978610,,https://earthquake.usgs.gov/earthquakes/eventpage/av93026589,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93026589&format=geojson,,,,,reviewed,0,0,av,93026589,",av93026589,",",av,",",origin,phase-data,",7.0,0.004862,0.1,146.0,ml,earthquake,"M -0.4 - 60 km SE of Pedro Bay, Alaska"
1.6,"42 km NE of Pedro Bay, Alaska",1731134983250,1731135086926,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024efem645,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024efem645&format=geojson,,,,,automatic,0,39,ak,024efem645,",ak024efem645,",",ak,",",origin,phase-data,",,,0.15,,ml,earthquake,"M 1.6 - 42 km NE of Pedro Bay, Alaska"
1.11,"63 km NE of Nikolski, Alaska",1731134812770,1731370696970,,https://earthquake.usgs.gov/earthquakes/eventpage/av93026594,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93026594&format=geojson,,,,,reviewed,0,19,av,93026594,",av93026594,",",av,",",origin,phase-data,",7.0,0.03797,0.09,290.0,ml,earthquake,"M 1.1 - 63 km NE of Nikolski, Alaska"
-0.6,"59 km W of Tyonek, Alaska",1731134742650,1731369295310,,https://earthquake.usgs.gov/earthquakes/eventpage/av93358148,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93358148&format=geojson,,,,,reviewed,0,0,av,93358148,",av93358148,",",av,",",origin,phase-data,",6.0,0.06458,0.08,229.0,ml,earthquake,"M -0.6 - 59 km W of Tyonek, Alaska"
0.3,"13 km SSW of Cane Beds, Arizona",1731134621662,1732670419636,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00888016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00888016&format=geojson,,,,,reviewed,0,1,nn,00888016,",nn00888016,",",nn,",",origin,phase-data,",5.0,0.211,0.0834,278.14,ml,earthquake,"M 0.3 - 13 km SSW of Cane Beds, Arizona"
0.6,"11 km NNW of Indian Springs, Nevada",1731134607798,1732668380786,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00887355,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00887355&format=geojson,,,,,reviewed,0,6,nn,00887355,",nn00887355,",",nn,",",origin,phase-data,",27.0,0.188,0.1248,136.81,ml,earthquake,"M 0.6 - 11 km NNW of Indian Springs, Nevada"
1.24,"5 km ESE of Valle Vista, CA",1731133880770,1731250862520,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40790487,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40790487&format=geojson,1.0,0.0,,,reviewed,0,24,ci,40790487,",ci40790487,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",60.0,0.07561,0.17,22.0,ml,earthquake,"M 1.2 - 5 km ESE of Valle Vista, CA"
0.95,"1 km WSW of Diablo, CA",1731133746450,1731960738044,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75084326,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75084326&format=geojson,,,,,reviewed,0,14,nc,75084326,",nc75084326,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.03632,0.06,48.0,md,earthquake,"M 1.0 - 1 km WSW of Diablo, CA"
1.53,"5 km SSE of Clayton, CA",1731133251190,1731743237165,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75084321,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75084321&format=geojson,1.0,1.0,,,reviewed,0,36,nc,75084321,",nc75084321,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",24.0,0.01049,0.09,73.0,md,earthquake,"M 1.5 - 5 km SSE of Clayton, CA"
-0.37,"88 km NNW of Karluk, Alaska",1731131934620,1731368742600,,https://earthquake.usgs.gov/earthquakes/eventpage/av93026584,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93026584&format=geojson,,,,,reviewed,0,0,av,93026584,",av93026584,",",av,",",origin,phase-data,",4.0,0.04625,0.26,296.0,ml,earthquake,"M -0.4 - 88 km NNW of Karluk, Alaska"
1.0,"6 km S of Salcha, Alaska",1731131022132,1731131125782,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024efdzg4l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024efdzg4l&format=geojson,,,,,automatic,0,15,ak,024efdzg4l,",ak024efdzg4l,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 1.0 - 6 km S of Salcha, Alaska"
0.93,"63 km E of Ugashik, Alaska",1731130648590,1731367772890,,https://earthquake.usgs.gov/earthquakes/eventpage/av93358098,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93358098&format=geojson,,,,,reviewed,0,13,av,93358098,",av93358098,",",av,",",origin,phase-data,",4.0,0.101,0.16,269.0,ml,earthquake,"M 0.9 - 63 km E of Ugashik, Alaska"
0.22,"38 km NE of King Cove, Alaska",1731129993430,1731368370740,,https://earthquake.usgs.gov/earthquakes/eventpage/av93026579,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93026579&format=geojson,,,,,reviewed,0,1,av,93026579,",av93026579,",",av,",",origin,phase-data,",5.0,0.04538,0.08,144.0,ml,earthquake,"M 0.2 - 38 km NE of King Cove, Alaska"
1.6,"15 km E of Tilden, Texas",1731129732561,1731345282847,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024wahc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024wahc&format=geojson,,,,,reviewed,0,39,tx,2024wahc,",tx2024wahc,",",tx,",",origin,phase-data,",21.0,0.2,0.2,77.0,ml,earthquake,"M 1.6 - 15 km E of Tilden, Texas"
1.19,"29 km NNW of California City, CA",1731129697880,1731250804340,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40790455,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40790455&format=geojson,,,,,reviewed,0,22,ci,40790455,",ci40790455,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",37.0,0.1072,0.13,39.0,ml,earthquake,"M 1.2 - 29 km NNW of California City, CA"
4.1,"38 km ESE of Sarpol-e Z̄ahāb, Iran",1731129683210,1732642662040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nua5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nua5&format=geojson,,,,,reviewed,0,259,us,7000nua5,",us7000nua5,",",us,",",origin,phase-data,",25.0,0.837,0.75,151.0,mb,earthquake,"M 4.1 - 38 km ESE of Sarpol-e Z̄ahāb, Iran"
2.65,"13 km NNE of Hawaiian Ocean View, Hawaii",1731129497210,1732642487040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74526072,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74526072&format=geojson,1.0,2.0,,,reviewed,0,108,hv,74526072,",hv74526072,us7000nquh,",",hv,us,",",dyfi,origin,phase-data,",37.0,0.04073,0.24,86.0,ml,earthquake,"M 2.7 - 13 km NNE of Hawaiian Ocean View, Hawaii"
1.87,"43 km ENE of Fort Bidwell, California",1731129490370,1731201599940,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62051152,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62051152&format=geojson,,,,,reviewed,0,54,uw,62051152,",uw62051152,",",uw,",",origin,phase-data,",12.0,0.2809,0.74,205.0,ml,earthquake,"M 1.9 - 43 km ENE of Fort Bidwell, California"
1.08,"7 km WNW of Cobb, CA",1731129343260,1731130335929,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75084306,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75084306&format=geojson,,,,,automatic,0,18,nc,75084306,",nc75084306,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.007145,0.01,73.0,md,earthquake,"M 1.1 - 7 km WNW of Cobb, CA"
4.2,"25 km E of Nishinoomote, Japan",1731128876626,1732642413040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nua3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nua3&format=geojson,,,,,reviewed,0,271,us,7000nua3,",us7000nua3,",",us,",",origin,phase-data,",16.0,1.072,1.5,140.0,mb,earthquake,"M 4.2 - 25 km E of Nishinoomote, Japan"
1.8,"5 km N of Anchor Point, Alaska",1731128821183,1731128958597,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024efdrn6u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024efdrn6u&format=geojson,,,,,automatic,0,50,ak,024efdrn6u,",ak024efdrn6u,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,"M 1.8 - 5 km N of Anchor Point, Alaska"
4.1,"Kermadec Islands, New Zealand",1731128744673,1732642226040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nua2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nua2&format=geojson,,,,,reviewed,0,259,us,7000nua2,",us7000nua2,",",us,",",origin,phase-data,",11.0,1.164,0.5,204.0,mb,earthquake,"M 4.1 - Kermadec Islands, New Zealand"
5.0,"Izu Islands, Japan region",1731128439995,1732641843040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nquf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nquf&format=geojson,,,,,reviewed,0,385,us,7000nquf,",us7000nquf,",",us,",",origin,phase-data,",174.0,2.336,0.51,98.0,mb,earthquake,"M 5.0 - Izu Islands, Japan region"
2.32,"2 km W of Indios, Puerto Rico",1731128220260,1731129089670,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71465178,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71465178&format=geojson,,,,,reviewed,0,83,pr,71465178,",pr71465178,",",pr,",",origin,phase-data,",7.0,0.03203,0.08,144.0,md,earthquake,"M 2.3 - 2 km W of Indios, Puerto Rico"
2.1,"25 km NE of Redway, CA",1731128113720,1731955168365,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75084301,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75084301&format=geojson,,,,,reviewed,0,68,nc,75084301,",nc75084301,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",41.0,0.09947,0.1,27.0,md,earthquake,"M 2.1 - 25 km NE of Redway, CA"
4.5,"Kermadec Islands, New Zealand",1731127685340,1732668538040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nua1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nua1&format=geojson,,,,,reviewed,0,312,us,7000nua1,",us7000nua1,",",us,",",origin,phase-data,",13.0,1.158,0.65,144.0,mb,earthquake,"M 4.5 - Kermadec Islands, New Zealand"
2.5,"41 km WNW of Whites City, New Mexico",1731127181045,1731127895040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nqud,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nqud&format=geojson,,,,,reviewed,0,96,us,7000nqud,",us7000nqud,",",us,",",origin,phase-data,",18.0,0.732,0.32,137.0,ml,earthquake,"M 2.5 - 41 km WNW of Whites City, New Mexico"
0.49,"17 km W of Hebgen Lake Estates, Montana",1731126250120,1731424007460,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90065693,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90065693&format=geojson,,,,,reviewed,0,4,mb,90065693,",mb90065693,",",mb,",",origin,phase-data,",12.0,0.04183,0.13,100.0,ml,earthquake,"M 0.5 - 17 km W of Hebgen Lake Estates, Montana"
-0.19,"82 km NNW of Karluk, Alaska",1731125804810,1731365733630,,https://earthquake.usgs.gov/earthquakes/eventpage/av93026569,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93026569&format=geojson,,,,,reviewed,0,0,av,93026569,",av93026569,",",av,",",origin,phase-data,",7.0,0.05734,0.16,140.0,ml,earthquake,"M -0.2 - 82 km NNW of Karluk, Alaska"
1.76,"58 km NNE of King Cove, Alaska",1731125782490,1731365326670,,https://earthquake.usgs.gov/earthquakes/eventpage/av93358043,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93358043&format=geojson,,,,,reviewed,0,48,av,93358043,",av93358043,",",av,",",origin,phase-data,",5.0,0.2365,0.16,303.0,ml,earthquake,"M 1.8 - 58 km NNE of King Cove, Alaska"
0.76,"6 km NNW of The Geysers, CA",1731125778230,1731126735533,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75084296,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75084296&format=geojson,,,,,automatic,0,9,nc,75084296,",nc75084296,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.008182,0.01,82.0,md,earthquake,"M 0.8 - 6 km NNW of The Geysers, CA"
1.25,"7 km N of Smiths Ferry, Idaho",1731125535290,1731620715910,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90066038,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90066038&format=geojson,,,,,reviewed,0,24,mb,90066038,",mb90066038,",",mb,",",origin,phase-data,",7.0,0.3607,0.14,111.0,ml,earthquake,"M 1.3 - 7 km N of Smiths Ferry, Idaho"
1.2,"35 km WSW of Ackerly, Texas",1731125456761,1731343138220,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024waev,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024waev&format=geojson,,,,,reviewed,0,22,tx,2024waev,",tx2024waev,",",tx,",",origin,phase-data,",24.0,0.0,0.1,50.0,ml,earthquake,"M 1.2 - 35 km WSW of Ackerly, Texas"
0.31,"8 km NNW of Summit Park, Utah",1731125081720,1731342969220,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80001653,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80001653&format=geojson,,,,,reviewed,0,1,uu,80001653,",uu80001653,",",uu,",",origin,phase-data,",6.0,0.136,0.11,162.0,md,earthquake,"M 0.3 - 8 km NNW of Summit Park, Utah"
0.92,"9 km NNW of Summit Park, Utah",1731125072030,1731342594020,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80086206,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80086206&format=geojson,,,,,reviewed,0,13,uu,80086206,",uu80086206,",",uu,",",origin,phase-data,",16.0,0.1303,0.12,62.0,ml,earthquake,"M 0.9 - 9 km NNW of Summit Park, Utah"
2.0,"35 km ENE of Skwentna, Alaska",1731125058794,1731125224470,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024efd5lsz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024efd5lsz&format=geojson,,,,,automatic,0,62,ak,024efd5lsz,",ak024efd5lsz,",",ak,",",origin,phase-data,",,,0.54,,ml,earthquake,"M 2.0 - 35 km ENE of Skwentna, Alaska"
0.32,"9 km NNW of Summit Park, Utah",1731125050610,1731342832700,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80001648,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80001648&format=geojson,,,,,reviewed,0,2,uu,80001648,",uu80001648,",",uu,",",origin,phase-data,",12.0,0.127,0.17,61.0,md,earthquake,"M 0.3 - 9 km NNW of Summit Park, Utah"
0.7,"5 km SE of Sierraville, California",1731124918872,1731169071775,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00887373,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00887373&format=geojson,,,,,reviewed,0,8,nn,00887373,",nn00887373,",",nn,",",origin,phase-data,",11.0,0.051,0.1241,105.41999999999999,ml,earthquake,"M 0.7 - 5 km SE of Sierraville, California"
-0.54,"8 km SE of Sparks, Oklahoma",1731124808179,1732565876893,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024waej,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024waej&format=geojson,,,,,reviewed,0,0,ok,2024waej,",ok2024waej,",",ok,",",origin,phase-data,",8.0,0.01079788109,0.08,213.0,ml,earthquake,"M -0.5 - 8 km SE of Sparks, Oklahoma"
1.29,"3 km NW of Anderson Springs, CA",1731124423310,1731125838040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75084291,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75084291&format=geojson,,,,,automatic,0,26,nc,75084291,",nc75084291,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.01244,0.03,88.0,md,earthquake,"M 1.3 - 3 km NW of Anderson Springs, CA"
2.7,"72 km W of Kailua-Kona, Hawaii",1731124403071,1731126158040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nqu8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nqu8&format=geojson,,,,,reviewed,0,112,us,7000nqu8,",us7000nqu8,",",us,",",origin,phase-data,",13.0,0.807,0.44,326.0,ml,earthquake,"M 2.7 - 72 km W of Kailua-Kona, Hawaii"
1.02,"Rat Islands, Aleutian Islands, Alaska",1731123815470,1731364146210,,https://earthquake.usgs.gov/earthquakes/eventpage/av93358008,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93358008&format=geojson,,,,,reviewed,0,16,av,93358008,",av93358008,",",av,",",origin,phase-data,",4.0,0.04648,0.06,334.0,ml,earthquake,"M 1.0 - Rat Islands, Aleutian Islands, Alaska"
-0.4,"51 km ESE of Beatty, Nevada",1731123695115,1731167585582,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00887368,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00887368&format=geojson,,,,,reviewed,0,0,nn,00887368,",nn00887368,",",nn,",",origin,phase-data,",12.0,0.016,0.0488,143.32999999999998,ml,earthquake,"M -0.4 - 51 km ESE of Beatty, Nevada"
2.1,"15 km NNW of Pedro Bay, Alaska",1731123185411,1731123362483,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024efcqcx9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024efcqcx9&format=geojson,,,,,automatic,0,68,ak,024efcqcx9,",ak024efcqcx9,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 2.1 - 15 km NNW of Pedro Bay, Alaska"
0.26,"1 km SSE of Valle Vista, CA",1731122801370,1731276101532,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40790447,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40790447&format=geojson,,,,,reviewed,0,1,ci,40790447,",ci40790447,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.05981,0.11,143.0,ml,earthquake,"M 0.3 - 1 km SSE of Valle Vista, CA"
4.1,"32 km SSE of Jurm, Afghanistan",1731122744192,1732667306040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nqu4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nqu4&format=geojson,,,,,reviewed,0,259,us,7000nqu4,",us7000nqu4,",",us,",",origin,phase-data,",21.0,2.079,0.98,172.0,mb,earthquake,"M 4.1 - 32 km SSE of Jurm, Afghanistan"
0.59,"56 km NE of King Cove, Alaska",1731122740170,1731362433070,,https://earthquake.usgs.gov/earthquakes/eventpage/av93026564,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93026564&format=geojson,,,,,reviewed,0,5,av,93026564,",av93026564,",",av,",",origin,phase-data,",7.0,0.1114,0.27,269.0,ml,earthquake,"M 0.6 - 56 km NE of King Cove, Alaska"
1.52,"3 km W of Marston, Missouri",1731122621180,1731681841450,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60593666,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60593666&format=geojson,,,,,reviewed,0,36,nm,60593666,",nm60593666,",",nm,",",origin,phase-data,",22.0,0.01829,0.04,46.0,md,earthquake,"M 1.5 - 3 km W of Marston, Missouri"
1.8,"62 km SSW of Whites City, New Mexico",1731122130908,1731340261579,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024wacy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024wacy&format=geojson,,,,,reviewed,0,50,tx,2024wacy,",tx2024wacy,",",tx,",",origin,phase-data,",31.0,0.0,0.1,71.0,ml,earthquake,"M 1.8 - 62 km SSW of Whites City, New Mexico"
1.7,"27 km S of Skwentna, Alaska",1731122040108,1731122166990,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024efcm9wq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024efcm9wq&format=geojson,,,,,automatic,0,44,ak,024efcm9wq,",ak024efcm9wq,",",ak,",",origin,phase-data,",,,0.36,,ml,earthquake,"M 1.7 - 27 km S of Skwentna, Alaska"
0.86,"Rat Islands, Aleutian Islands, Alaska",1731122035580,1731362780840,,https://earthquake.usgs.gov/earthquakes/eventpage/av93357968,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93357968&format=geojson,,,,,reviewed,0,11,av,93357968,",av93357968,",",av,",",origin,phase-data,",4.0,0.01566,0.1,292.0,ml,earthquake,"M 0.9 - Rat Islands, Aleutian Islands, Alaska"
2.33,"6 km SSE of San Clemente Is. (SE tip), CA",1731121927940,1731272456874,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40790431,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40790431&format=geojson,2.0,2.2,,,reviewed,0,84,ci,40790431,",ci40790431,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",14.0,0.2805,0.29,209.0,ml,earthquake,"M 2.3 - 6 km SSE of San Clemente Is. (SE tip), CA"
4.9,"222 km WNW of Gorontalo, Indonesia",1731120817947,1731121959040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nqtx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nqtx&format=geojson,,,,,reviewed,0,369,us,7000nqtx,",us7000nqtx,",",us,",",origin,phase-data,",59.0,0.356,1.34,63.0,mb,earthquake,"M 4.9 - 222 km WNW of Gorontalo, Indonesia"
0.98,"8 km NNW of The Geysers, CA",1731120738200,1731122237655,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75084281,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75084281&format=geojson,,,,,automatic,0,15,nc,75084281,",nc75084281,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.01133,0.02,57.0,md,earthquake,"M 1.0 - 8 km NNW of The Geysers, CA"
0.79,"13 km WSW of The Geysers, CA",1731120665960,1731121766604,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75084276,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75084276&format=geojson,,,,,automatic,0,10,nc,75084276,",nc75084276,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.07441,0.19,214.0,md,earthquake,"M 0.8 - 13 km WSW of The Geysers, CA"
1.6,"25 km WNW of Central, Alaska",1731120449120,1731120559364,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024efc7z68,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024efc7z68&format=geojson,,,,,automatic,0,39,ak,024efc7z68,",ak024efc7z68,",",ak,",",origin,phase-data,",,,0.97,,ml,earthquake,"M 1.6 - 25 km WNW of Central, Alaska"
2.3,"67 km ENE of Ruby, Alaska",1731120241292,1731120383414,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024efc79vl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024efc79vl&format=geojson,,,,,automatic,0,81,ak,024efc79vl,",ak024efc79vl,",",ak,",",origin,phase-data,",,,0.67,,ml,earthquake,"M 2.3 - 67 km ENE of Ruby, Alaska"
0.95,"11 km NW of Avenal, CA",1731119861010,1731658638262,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75084261,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75084261&format=geojson,,,,,reviewed,0,14,nc,75084261,",nc75084261,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.0565,0.07,84.0,md,earthquake,"M 1.0 - 11 km NW of Avenal, CA"
0.67,"Rat Islands, Aleutian Islands, Alaska",1731119859300,1731360697930,,https://earthquake.usgs.gov/earthquakes/eventpage/av93357928,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93357928&format=geojson,,,,,reviewed,0,7,av,93357928,",av93357928,",",av,",",origin,phase-data,",4.0,0.01228,0.32,260.0,ml,earthquake,"M 0.7 - Rat Islands, Aleutian Islands, Alaska"
-0.04,"67 km NE of Nikolski, Alaska",1731119761200,1731361463510,,https://earthquake.usgs.gov/earthquakes/eventpage/av93026559,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93026559&format=geojson,,,,,reviewed,0,0,av,93026559,",av93026559,",",av,",",origin,phase-data,",6.0,0.03397,0.32,234.0,ml,earthquake,"M 0.0 - 67 km NE of Nikolski, Alaska"
1.0,"Rat Islands, Aleutian Islands, Alaska",1731119521530,1731360075000,,https://earthquake.usgs.gov/earthquakes/eventpage/av93357923,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93357923&format=geojson,,,,,reviewed,0,15,av,93357923,",av93357923,",",av,",",origin,phase-data,",4.0,0.01798,0.13,210.0,ml,earthquake,"M 1.0 - Rat Islands, Aleutian Islands, Alaska"
